"acquired","bankruptcy","company","company_name","description","industry","ticker"
FALSE,FALSE,"MCKESSON CORPORATION (MCK)","Mckesson Corporation","McKesson distributes pharmaceuticals and medical supplies to healthcare providers in the U.S., operates retail pharmacies in Europe and supports independent pharmacy networks in North America with financial, operational and clinical solutions. The company also delivers clinical, patient care, financial, and supply chain technology to healthcare organizations.","business services,health care,IT services","MCK"
FALSE,FALSE,"MICROCHIP TECHNOLOGY INCORPORATED (MCHP)","Microchip Technology Incorporated","Microchip Technology develops, manufactures and sells specialized semiconductor products used for embedded control applications. Company products include microcontrollers, power management devices, wired and wireless connectivity devices, EEPROMs, and memory devices.","hardware","MCHP"
FALSE,FALSE,"MCDONALD'S CORPORATION (MCD)","Mcdonald'S Corporation","The company operates and franchises McDonald’s restaurants, which serve locally-relevant fast food and drinks in more than 100 countries.","consumer services","MCD"
FALSE,FALSE,"MBIA INC. (MBI)","Mbia Inc.","MBIA primarily provides financial reinsurance through its wholly-owned subsidiary, National Public Finance Guarantee Corporation.","financial company,insurance","MBI"
FALSE,FALSE,"MATTEL, INC. (MAT)","Mattel, Inc.","Mattel markets and sells toys around the world. Company brands include Barbie, Fisher-Price, and American Girl.","consumer goods","MAT"
FALSE,FALSE,"MASCO CORPORATION (MAS)","Masco Corporation","Masco makes branded home improvement and building products, including KraftMaid and Merillat cabinets; Delta, Peerless, and Hansgrohe faucets, bath and shower fixtures; Hot Spring and Caldera spas; Behr paint, primer and stain; Kilz primer; Liberty and Brainerd decorative hardware; and Milgard windows and doors.","consumer goods,manufacturing","MAS"
FALSE,FALSE,"MARRIOTT INTERNATIONAL, INC. (MAR)","Marriott International, Inc.","Marriott operates, franchises, and licenses hotels and timeshare properties under brand names that include The Ritz-Carlton, Renaissance Hotels, and Marriott Hotels","consumer services","MAR"
FALSE,FALSE,"THE MACERICH COMPANY (MAC)","The Macerich Company","The company is a self-administered and self-managed real estate investment trust (REIT) that is engaged in the acquisition, development, management and leasing of regional and community shopping centers throughout the U.S.","real estate,REIT","MAC"
FALSE,FALSE,"MID-AMERICA APARTMENT COMMUNITIES, INC. (MAA)","Mid-America Apartment Communities, Inc.","MAA owns and operates multifamily apartment communities primarily located in the Southeast and Southwest regions of the U.S.","real estate,REIT","MAA"
FALSE,FALSE,"MASTERCARD INCORPORATED (MA)","Mastercard Incorporated","MasterCard operates a payment transaction processing network, including authorization, clearing and settlement of transactions. The company also provides loyalty and reward programs, information services and consulting.","financial company,financial services","MA"
FALSE,FALSE,"MACY'S, INC (M)","Macy'S, Inc","Macy's operates department stores in the U.S., as well as macys.com and bloomingdales.com. The company sells apparel and accessories, cosmetics, home furnishings and other consumer goods.","retail","M"
FALSE,FALSE,"LYONDELLBASELL INDUSTRIES N.V. (LYB)","Lyondellbasell Industries N.V.","LyondellBasell is a petrochemical company operating processing plants that convert liquid and gaseous hydrocarbon feedstocks into plastic resins and other chemicals used by customers to manufacture products such as food packaging, home furnishings, automotive components, paints and coatings. The company also operates an oil refinery in  Houston.","materials","LYB"
TRUE,FALSE,"LEXMARK INTERNATIONAL, INC. (LXK)","Lexmark International, Inc.","Acquired in 2016, Lexmark provided business printing and imaging products, managed print services, document workflow and business process and content management solutions.","hardware","LXK"
TRUE,FALSE,"LEVEL 3 COMMUNICATIONS, INC. (LVLT)","Level 3 Communications, Inc.","Level 3 provides integrated communications services to businesses. The company owns and operates a fiber optic network across North America, Europe and Latin America.","telecommunications","LVLT"
FALSE,FALSE,"SOUTHWEST AIRLINES CO. (LUV)","Southwest Airlines Co.","Southwest Airlines is a passenger airline that provides point-to-point, rather than the ""hub-and-spoke"", air transportation in the U.S. and near-international markets.","transportation","LUV"
FALSE,FALSE,"LANDSTAR SYSTEM, INC. (LSTR)","Landstar System, Inc.","Landstar provides transportation management solutions principally in the U.S. and between the U.S. and other countries. Landstar markets its solutions primarily through independent commission sales agents, and exclusively utilizes third party capacity providers to transport customers’ freight.","transportation","LSTR"
TRUE,FALSE,"LSI CORP (LSI)","Lsi Corp","Acquired by Avago Technologies in 2013, LSI designed, developed and marketed semiconductors for storage and networking applications.","hardware","LSI"
FALSE,FALSE,"LAM RESEARCH CORPORATION (LRCX)","Lam Research Corporation","Lam Research makes semiconductor wafer fabrication equipment and provides related services to the semiconductor industry.","equipment","LRCX"
FALSE,FALSE,"LOWE’S COMPANIES, INC. (LOW)","Lowe’S Companies, Inc.","Lowe's is a home improvement retailer operating home centers, paint stores, hardware stores, lumber yards and garden centers primarily in the U.S.","retail","LOW"
FALSE,FALSE,"ALLIANT ENERGY CORPORATION (LNT)","Alliant Energy Corporation","Alliant Energy is a regulated public utility that provides electric and gas service in the Midwest of the U.S.","utility","LNT"
TRUE,FALSE,"LINKEDIN CORPORATION (LNKD)","Linkedin Corporation","Acquired by Microsoft in 2016, LinkedIn was a professional network on the Internet, generating revenue from enterprises and professional organizations by selling recruiting and marketing solutions.","business services,internet","LNKD"
FALSE,FALSE,"LINCOLN NATIONAL CORPORATION (LNC)","Lincoln National Corporation","Lincoln National operates insurance and retirement businesses. Company products include annuities, life insurance, employer-sponsored retirement plans, and group life, disability and dental insurance.","asset management,financial company,insurance","LNC"
FALSE,FALSE,"LOCKHEED MARTIN CORPORATION (LMT)","Lockheed Martin Corporation","Lockheed Martin is a defense company that provides aeronautic, missile, information system, and military products and services, primarily to the U.S. and foreign governments. Company products include the F-35 and F-16 aircraft, and air and missile defense systems.","equipment","LMT"
FALSE,FALSE,"LEGG MASON, INC. (LM)","Legg Mason, Inc.","Legg Mason is a global asset management company that provides investment management and related services to institutional and individual clients, company-sponsored mutual funds and other pooled investment vehicles. The company offers its products and services directly and through financial intermediaries.","asset management,financial company","LM"
FALSE,FALSE,"ELI LILLY AND COMPANY (LLY)","Eli Lilly And Company","Eli Lilly is a successor to a business founded in 1876. The company discovers, develops, manufactures, and markets human pharmaceutical products and animal health products. Human pharmaceuticals include endocrinology, neuroscience, oncology, and cardiovascular products","health care,pharmaceuticals","LLY"
TRUE,FALSE,"LINEAR TECHNOLOGY CORPORATION (LLTC)","Linear Technology Corporation","Acquired by Analog Devices in 2017, Linear Technology made analog integrated circuits for power management, data conversion, signal conditioning, and wireless sensing used in communications, networking, industrial, automotive, computer, medical, instrumentation, consumer, and military and aerospace systems.","hardware","LLTC"
FALSE,FALSE,"L-3 COMMUNICATIONS HOLDINGS, INC. (LLL)","L-3 Communications Holdings, Inc.","L-3 is a prime contractor in Intelligence, Surveillance and Reconnaissance systems, aircraft modifications, logistics and maintenance, simulation and training, night vision and image intensification equipment, and security and detection systems. L-3 also provides communication and electronic systems used by military and commercial customers.","engineering and construction,equipment","LLL"
FALSE,FALSE,"LKQ CORPORATION (LKQ)","Lkq Corporation","LKQ distributes vehicle products, including replacement parts, components and systems used in the repair and maintenance of vehicles. The main markets for the company are the U.S., Canada, the U.K, and the Benelux region in Europe.","business services","LKQ"
TRUE,FALSE,"LIFE TECHNOLOGIES CORPORATION (LIFE)","Life Technologies Corporation","Acquired by Thermo Fisher Scientific in 2014, Life Technologies was a biotechnology tools company. Company products  were also used in forensics, food and water testing and other industrial applications.","equipment,health care","LIFE"
FALSE,FALSE,"LABORATORY CORPORATION OF AMERICA HOLDINGS (LH)","Laboratory Corporation Of America Holdings","LabCorp provides clinical laboratory services used by hospitals, physicians and other healthcare providers, and end-to-end drug development support to pharmaceutical and biotechnology companies","health care","LH"
FALSE,FALSE,"LENNAR CORPORATION (LEN)","Lennar Corporation","Lennar is primarily engaged in the construction and sale of single-family homes in the U.S. The company also provides real estate related financial services and investment management.","engineering and construction","LEN"
FALSE,TRUE,"LEHMAN BROTHERS HOLDINGS INC. (LEH)","Lehman Brothers Holdings Inc.","Lehman Brothers filed for bankruptcy in 2008. Prior to bankruptcy, Lehman Brothers provided a full array of financial services in equity and fixed income sales, trading and research, investment banking, asset management, private investment management and private equity.","banking,financial company,financial services","LEH"
FALSE,FALSE,"LEGGETT & PLATT, INCORPORATED (LEG)","Leggett & Platt, Incorporated","Leggett & Platt was founded in 1883. The company is a diversified manufacturer that makes bedding, furniture, automotive, and aerospace components.","manufacturing,materials","LEG"
FALSE,FALSE,"LEIDOS HOLDINGS, INC. (LDOS)","Leidos Holdings, Inc.","Leidos provides surveillance and reconnaissance collection and processing systems, advanced sensors, command and control solutions, training systems, and cybersecurity solutions for the U.S. Department of Defense, the intelligence community, and other government customers. The company also provides Electronic Health Record systems for government and commercial hospitals, and offers industrial engineering services.","business services,IT services","LDOS"
FALSE,FALSE,"L BRANDS, INC. (LB)","L Brands, Inc.","L Brands is a specialty retailer that operates Victoria’s Secret, Bath & Body Works, and other brands.","retail","LB"
FALSE,FALSE,"LOEWS CORPORATION (L)","Loews Corporation","Loews is a holding company, whose subsidiaries include CNA Financial Corporation, a commercial property and casualty insurer, Diamond Offshore Drilling, Inc., an operator of offshore oil and gas drilling rigs, Boardwalk Pipeline Partners, LP, engaged in the transportation and storage of natural gas, and the Loews Hotels Holding Corporation, a hotel chain operator.","conglomerate,engineering and construction,energy,financial company,insurance","L"
