"acquired","bankruptcy","company","company_name","description","ticker","industry_n","industry"
FALSE,FALSE,"MASTERCARD INCORPORATED (MA)","Mastercard Incorporated","MasterCard operates a payment transaction processing network, including authorization, clearing and settlement of transactions. The company also provides loyalty and reward programs, information services and consulting.","MA","industry_1","financial company"
FALSE,FALSE,"MACY'S, INC (M)","Macy'S, Inc","Macy's operates department stores in the U.S., as well as macys.com and bloomingdales.com. The company sells apparel and accessories, cosmetics, home furnishings and other consumer goods.","M","industry_1","retail"
FALSE,FALSE,"LYONDELLBASELL INDUSTRIES N.V. (LYB)","Lyondellbasell Industries N.V.","LyondellBasell is a petrochemical company operating processing plants that convert liquid and gaseous hydrocarbon feedstocks into plastic resins and other chemicals used by customers to manufacture products such as food packaging, home furnishings, automotive components, paints and coatings. The company also operates an oil refinery in  Houston.","LYB","industry_1","materials"
TRUE,FALSE,"LEXMARK INTERNATIONAL, INC. (LXK)","Lexmark International, Inc.","Acquired in 2016, Lexmark provided business printing and imaging products, managed print services, document workflow and business process and content management solutions.","LXK","industry_1","hardware"
TRUE,FALSE,"LEVEL 3 COMMUNICATIONS, INC. (LVLT)","Level 3 Communications, Inc.","Level 3 provides integrated communications services to businesses. The company owns and operates a fiber optic network across North America, Europe and Latin America.","LVLT","industry_1","telecommunications"
FALSE,FALSE,"SOUTHWEST AIRLINES CO. (LUV)","Southwest Airlines Co.","Southwest Airlines is a passenger airline that provides point-to-point, rather than the ""hub-and-spoke"", air transportation in the U.S. and near-international markets.","LUV","industry_1","transportation"
FALSE,FALSE,"LANDSTAR SYSTEM, INC. (LSTR)","Landstar System, Inc.","Landstar provides transportation management solutions principally in the U.S. and between the U.S. and other countries. Landstar markets its solutions primarily through independent commission sales agents, and exclusively utilizes third party capacity providers to transport customers’ freight.","LSTR","industry_1","transportation"
TRUE,FALSE,"LSI CORP (LSI)","Lsi Corp","Acquired by Avago Technologies in 2013, LSI designed, developed and marketed semiconductors for storage and networking applications.","LSI","industry_1","hardware"
FALSE,FALSE,"LAM RESEARCH CORPORATION (LRCX)","Lam Research Corporation","Lam Research makes semiconductor wafer fabrication equipment and provides related services to the semiconductor industry.","LRCX","industry_1","equipment"
FALSE,FALSE,"LOWE’S COMPANIES, INC. (LOW)","Lowe’S Companies, Inc.","Lowe's is a home improvement retailer operating home centers, paint stores, hardware stores, lumber yards and garden centers primarily in the U.S.","LOW","industry_1","retail"
FALSE,FALSE,"ALLIANT ENERGY CORPORATION (LNT)","Alliant Energy Corporation","Alliant Energy is a regulated public utility that provides electric and gas service in the Midwest of the U.S.","LNT","industry_1","utility"
TRUE,FALSE,"LINKEDIN CORPORATION (LNKD)","Linkedin Corporation","Acquired by Microsoft in 2016, LinkedIn was a professional network on the Internet, generating revenue from enterprises and professional organizations by selling recruiting and marketing solutions.","LNKD","industry_1","business services"
FALSE,FALSE,"LINCOLN NATIONAL CORPORATION (LNC)","Lincoln National Corporation","Lincoln National operates insurance and retirement businesses. Company products include annuities, life insurance, employer-sponsored retirement plans, and group life, disability and dental insurance.","LNC","industry_1","asset management"
FALSE,FALSE,"LOCKHEED MARTIN CORPORATION (LMT)","Lockheed Martin Corporation","Lockheed Martin is a defense company that provides aeronautic, missile, information system, and military products and services, primarily to the U.S. and foreign governments. Company products include the F-35 and F-16 aircraft, and air and missile defense systems.","LMT","industry_1","equipment"
FALSE,FALSE,"LEGG MASON, INC. (LM)","Legg Mason, Inc.","Legg Mason is a global asset management company that provides investment management and related services to institutional and individual clients, company-sponsored mutual funds and other pooled investment vehicles. The company offers its products and services directly and through financial intermediaries.","LM","industry_1","asset management"
FALSE,FALSE,"ELI LILLY AND COMPANY (LLY)","Eli Lilly And Company","Eli Lilly is a successor to a business founded in 1876. The company discovers, develops, manufactures, and markets human pharmaceutical products and animal health products. Human pharmaceuticals include endocrinology, neuroscience, oncology, and cardiovascular products","LLY","industry_1","health care"
TRUE,FALSE,"LINEAR TECHNOLOGY CORPORATION (LLTC)","Linear Technology Corporation","Acquired by Analog Devices in 2017, Linear Technology made analog integrated circuits for power management, data conversion, signal conditioning, and wireless sensing used in communications, networking, industrial, automotive, computer, medical, instrumentation, consumer, and military and aerospace systems.","LLTC","industry_1","hardware"
FALSE,FALSE,"L-3 COMMUNICATIONS HOLDINGS, INC. (LLL)","L-3 Communications Holdings, Inc.","L-3 is a prime contractor in Intelligence, Surveillance and Reconnaissance systems, aircraft modifications, logistics and maintenance, simulation and training, night vision and image intensification equipment, and security and detection systems. L-3 also provides communication and electronic systems used by military and commercial customers.","LLL","industry_1","engineering and construction"
FALSE,FALSE,"LKQ CORPORATION (LKQ)","Lkq Corporation","LKQ distributes vehicle products, including replacement parts, components and systems used in the repair and maintenance of vehicles. The main markets for the company are the U.S., Canada, the U.K, and the Benelux region in Europe.","LKQ","industry_1","business services"
TRUE,FALSE,"LIFE TECHNOLOGIES CORPORATION (LIFE)","Life Technologies Corporation","Acquired by Thermo Fisher Scientific in 2014, Life Technologies was a biotechnology tools company. Company products  were also used in forensics, food and water testing and other industrial applications.","LIFE","industry_1","equipment"
FALSE,FALSE,"LABORATORY CORPORATION OF AMERICA HOLDINGS (LH)","Laboratory Corporation Of America Holdings","LabCorp provides clinical laboratory services used by hospitals, physicians and other healthcare providers, and end-to-end drug development support to pharmaceutical and biotechnology companies","LH","industry_1","health care"
FALSE,FALSE,"LENNAR CORPORATION (LEN)","Lennar Corporation","Lennar is primarily engaged in the construction and sale of single-family homes in the U.S. The company also provides real estate related financial services and investment management.","LEN","industry_1","engineering and construction"
FALSE,TRUE,"LEHMAN BROTHERS HOLDINGS INC. (LEH)","Lehman Brothers Holdings Inc.","Lehman Brothers filed for bankruptcy in 2008. Prior to bankruptcy, Lehman Brothers provided a full array of financial services in equity and fixed income sales, trading and research, investment banking, asset management, private investment management and private equity.","LEH","industry_1","banking"
FALSE,FALSE,"LEGGETT & PLATT, INCORPORATED (LEG)","Leggett & Platt, Incorporated","Leggett & Platt was founded in 1883. The company is a diversified manufacturer that makes bedding, furniture, automotive, and aerospace components.","LEG","industry_1","manufacturing"
FALSE,FALSE,"LEIDOS HOLDINGS, INC. (LDOS)","Leidos Holdings, Inc.","Leidos provides surveillance and reconnaissance collection and processing systems, advanced sensors, command and control solutions, training systems, and cybersecurity solutions for the U.S. Department of Defense, the intelligence community, and other government customers. The company also provides Electronic Health Record systems for government and commercial hospitals, and offers industrial engineering services.","LDOS","industry_1","business services"
FALSE,FALSE,"L BRANDS, INC. (LB)","L Brands, Inc.","L Brands is a specialty retailer that operates Victoria’s Secret, Bath & Body Works, and other brands.","LB","industry_1","retail"
FALSE,FALSE,"LOEWS CORPORATION (L)","Loews Corporation","Loews is a holding company, whose subsidiaries include CNA Financial Corporation, a commercial property and casualty insurer, Diamond Offshore Drilling, Inc., an operator of offshore oil and gas drilling rigs, Boardwalk Pipeline Partners, LP, engaged in the transportation and storage of natural gas, and the Loews Hotels Holding Corporation, a hotel chain operator.","L","industry_1","conglomerate"
FALSE,FALSE,"KANSAS CITY SOUTHERN (KSU)","Kansas City Southern","Kansas City Southern is a North American railroad operator.","KSU","industry_1","transportation"
FALSE,FALSE,"KOHL'S CORPORATION (KSS)","Kohl'S Corporation","Kohl's operates department stores in the U.S., and the Kohls.com e-commerce website. The company sells apparel, footwear, accessories, beauty and home products.","KSS","industry_1","retail"
TRUE,FALSE,"KRAFT FOODS GROUP, INC. (KRFT)","Kraft Foods Group, Inc.","Prior to its 2015 merger with Heinz, Kraft Foods was a worldwide consumer packaged food and beverage company that manufactured and marketed food and beverage products including cheese, meats, refreshment beverages, coffee, packaged dinners, refrigerated meals, and dressings, primarily in the United States and Canada.","KRFT","industry_1","consumer goods"
FALSE,FALSE,"THE KROGER CO. (KR)","The Kroger Co.","Founded in 1883, Kroger operates retail food supermarkets under a variety of local banner names. Supermarkets are generally operated as combination food and drug stores, multi-department stores, marketplaces, or warehouses. The company also manufacture and process some of the food for sale in its stores.","KR","industry_1","retail"
FALSE,TRUE,"EASTMAN KODAK COMPANY (KODK)","Eastman Kodak Company","Eastman Kodak primarily provides printing equipment, digital offset plates, and consumables to commercial print, direct mail, publishing and packaging industries. The company also licenses Kodak brands to third party consumer product manufacturers, and sells industrial and motion picture film.","KODK","industry_1","consumer goods"
FALSE,FALSE,"THE COCA-COLA COMPANY (KO)","The Coca-Cola Company","The Coca-Cola Company is the world's largest beverage company. The company owns, licenses and markets a number of nonalcoholic beverage brands, primarily sparkling beverages, waters, juices, ready-to-drink teas and coffees, and energy and sports drinks.","KO","industry_1","consumer goods"
FALSE,FALSE,"CARMAX, INC. (KMX)","Carmax, Inc.","CarMax is a U.S. based auto retailer. The company purchases and sells used vehicles, and arranges financing for its customers.","KMX","industry_1","retail"
FALSE,FALSE,"KINDER MORGAN, INC. (KMI)","Kinder Morgan, Inc.","Kinder Morgan owns and operates pipelines and terminals that transport natural gas, oil, and petroleum products in North America.","KMI","industry_1","energy"
